family	pool_count	xpool_count	near_miss_share	primary_file	lane	score	examples
Effect:you::you do the same with the top N	1	0	0.00	parser/oracle_effect/conditions.rs	L09	0.5	Guild Feud
Effect:x::N is the number of creatures you control	1	0	0.00	parser/oracle_effect/animation.rs	L15	0.5	Lantern Flare
Effect:x::N is the mana value of the exiled	1	0	0.00	parser/oracle_effect/animation.rs	L15	0.5	Elite Arcanist
Effect:x::N can't be greater than the amount of	1	0	0.00	parser/oracle_effect/animation.rs	L15	0.5	Shanna, Purifying Blade
Effect:with::with the same mana value as that spell	1	0	0.00	parser/oracle_effect/search.rs	L08	0.5	Living Breakthrough
Effect:until::until the beginning of your next upkeep, you	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Grinning Totem
Effect:unknown::~ is a N/N golem artifact creature as	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Rusted Relic
Effect:unknown::your opponents can't play land cards from graveyards	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Tomik, Distinguished Advokist
Effect:unknown::your devotion to each color and each combination	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Altar of the Pantheon
Effect:unknown::the same is true for landwalk, protection	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Cairn Wanderer
Effect:unknown::players can't activate planeswalkers' loyalty abilities	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	The Immortal Sun
Effect:unknown::planeswalkers' loyalty abilities you activate cost an additional	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Carth the Lion
Effect:unknown::permanents entering don't cause abilities of permanents your	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Elesh Norn, Mother of Machines
Effect:unknown::mana abilities of ~ cost an additional N	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Thran Portal
Effect:unknown::lethal damage dealt to creatures you control is	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Zilortha, Strength Incarnate
Effect:unknown::enchanted creature gets an additional +N/+N as long	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Strange Augmentation
Effect:unknown::each creature card in your starting deck is	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Kaheera, the Orphanguard
Effect:unknown::bear form — during your turn, ~ is	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Circle of the Moon Druid
Effect:unknown::aura swap {M}	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Arcanum Wings
Effect:unknown::as ~ enters, turn all other nontoken creatures	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Ixidron
Effect:unknown::artifact landcycling {M}	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Sojourner's Companion
Effect:unattach::unattach enchanted equipment	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Carry Away
Effect:two::N +N/+N counters on another target creature	1	0	0.00	parser/oracle_effect/token.rs	L18	0.5	Stand Together
Effect:twice::[−N]: until end of turn, if N or	1	0	0.00	parser/oracle_effect/conditions.rs	L09	0.5	Kaya, Geist Hunter
Effect:this::{M}: this turn, each creature you control enters	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Zameck Guildmage
Effect:this::{M}, {M}: this turn, each creature you control	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Combine Guildmage
Effect:this::this turn	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Sen Triplets
Effect:this::this ability triggers only if ~ is on	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Quakebringer
Effect:this::this ability costs {M} less to activate for	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Deepwood Denizen
Effect:they're::they're black zombies in addition to their other	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Grimoire of the Dead
Effect:there::there are N or more other creatures on	1	0	0.00	parser/oracle_effect/	L11	0.5	Deathbringer Regent
Effect:the::{M}: the next time target creature adapts this	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Biomancer's Familiar
Effect:the::{M}: the next N damage that would be	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Ward of Piety
Effect:the::the token enters with half that many +N/+N	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Ochre Jelly
Effect:the::the tied players repeat this process until the	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Timesifter
Effect:the::the next time N or more enchantment creatures	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Storyweave
Effect:the::the new targets can't be you or a	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Chef's Kiss
Effect:the::the exiled card	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	The Aesir Escape Valhalla
Effect:that::that shares a creature type with a creature	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Descendants' Path
Effect:that::that player guesses whether the card's mana value	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Master of Predicaments
Effect:that::that creature enters with an additional +N/+N counter	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Guildmages' Forum
Effect:target::target opponent guesses whether a card with that	1	0	0.00	parser/oracle_effect/counter.rs	L12	0.5	Liar's Pendulum
Effect:static_structure::~'s power and toughness are each equal to	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Roiling Horror
Effect:static_structure::the first activated ability of an artifact you	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Tezzeret, Betrayer of Flesh
Effect:static_structure::loyalty abilities of planeswalkers your opponents control cost	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Eidolon of Obstruction
Effect:static_structure::lands you control are the chosen type in	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Realmwright
Effect:static_structure::if there are exactly N permanents named ~	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Brothers Yamazaki
Effect:static_structure::equipped permanent isn't a planeswalker and is a	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Luxior, Giada's Gift
Effect:static_structure::enchanted player can't activate abilities that aren't mana	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Overwhelming Splendor
Effect:static_structure::enchanted creature is a demon spirit	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Oni Possession
Effect:static_structure::enchanted creature gets an additional +N/+N as long	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Taste for Mayhem
Effect:static_structure::creatures attacking enchanted player have trample	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Curse of Hospitality
Effect:static_structure::all creatures attack enchanted creature's controller each combat	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Public Enemy
Effect:static_structure::activated abilities of artifacts and creatures can't be	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Damping Matrix
Effect:static_structure::abilities your opponents activate that target a merfolk	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Kopala, Warden of Waves
Effect:replacement_structure::nontoken creatures you control enter as a copy	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Infinite Reflection
Effect:replacement_structure::if a card would be put into enchanted	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Wheel of Sun and Moon
Effect:repeat::repeat this process for instant cards with mana	1	0	0.00	parser/oracle_effect/	L11	0.5	Firemind's Foresight
Effect:repeat::repeat this process for an enchantment and a	1	0	0.00	parser/oracle_effect/	L11	0.5	Invoke Despair
Effect:redistribute::redistribute any number of players' life totals	1	0	0.00	parser/oracle_effect/	L11	0.5	Reverse the Sands
Effect:or::or activate planeswalkers' loyalty abilities	1	0	0.00	parser/oracle_effect/mana.rs	L07	0.5	Revel in Silence
Effect:or::or activate abilities and plays with their hand	1	0	0.00	parser/oracle_effect/mana.rs	L07	0.5	Sen Triplets
Effect:or::or a creature card with mana value less	1	0	0.00	parser/oracle_effect/mana.rs	L07	0.5	Nissa, Steward of Elements
Effect:only::only creatures can be enchanted this way	1	0	0.00	parser/oracle_effect/	L11	0.5	Retether
Effect:nontoken::nontoken permanents with the same name as N	1	0	0.00	parser/oracle_nom/filter.rs	L25	0.5	Chrome Replicator
Effect:move::{M}: move a counter of each kind not	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Goldberry, River-Daughter
Effect:modal-enters-face-up::or is turned face up	1	0	0.00	parser/oracle_replacement.rs	L21	0.5	Aquamorph Entity
Effect:lands::lands you control enter tapped	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Nahiri's Lithoforming
Effect:it::it enters tapped	1	0	0.00	parser/oracle_effect/become_copy_except.rs	L14	0.5	Kaldring, the Rimestaff
Effect:it::if a creature would enter the battlefield under	1	0	0.00	parser/oracle_effect/become_copy_except.rs	L14	0.5	Gather Specimens
Effect:it's::it's your turn	1	0	0.00	parser/oracle_effect/become_copy_except.rs	L14	0.5	Skyclave Shade
Effect:isn't::isn't snow	1	0	0.00	parser/oracle_effect/conditions.rs	L09	0.5	Thermal Flux
Effect:isn't::isn't an equipment	1	0	0.00	parser/oracle_effect/conditions.rs	L09	0.5	Dancing Sword
Effect:if::if this card is in your graveyard	1	0	0.00	parser/oracle_effect/conditions.rs	L09	0.5	Skyclave Shade
Effect:he's::he's still a planeswalker	1	0	0.00	parser/oracle_effect/become_copy_except.rs	L14	0.5	Gideon, Champion of Justice
Effect:graveyards::graveyards	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Worldfire
Effect:graveyard::graveyard	1	0	0.00	parser/oracle_effect/mana.rs	L07	0.5	Thought Distortion
Effect:graveyard,::graveyard, and/or outside the game for an instant	1	0	0.00	parser/oracle_effect/	L11	0.5	Invasion of Arcavios
Effect:give::give that permanent or player another counter of	1	0	0.00	parser/oracle_effect/	L11	0.5	Animation Module
Effect:four::N cards named ~ from your graveyard	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Dragon's Approach
Effect:for::for each nontoken permanent attached to it	1	0	0.00	parser/oracle_effect/search.rs	L08	0.5	Arna Kennerüd, Skycaptain
Effect:five::N loyalty counters on each other planeswalker you	1	0	0.00	parser/oracle_nom/primitives.rs	L31	0.5	Ajani Unyielding
Effect:fateseal::fateseal N	1	0	0.00	parser/oracle_effect/	L11	0.5	Mesmeric Sliver
Effect:empty	1	0	0.00	parser/oracle_effect/lower.rs	L27	0.5	Evolving Adaptive
Effect:effect_structure::~ isn't legendary if it's a token	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Aeve, Progenitor Ooze
Effect:effect_structure::you may activate the loyalty abilities of ~	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Urza, Planeswalker
Effect:effect_structure::you may activate the loyalty abilities of planeswalkers	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Oath of Teferi
Effect:effect_structure::if a land is tapped for N or	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Damping Sphere
Effect:effect_structure::each opponent can't venture into the dungeon more	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Keen-Eared Sentry
Effect:effect_structure::all instances of color words in the text	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Swirl the Mists
Effect:effect_structure::all damage is dealt as though its source	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Everlasting Torment
Effect:effect_structure::all cards that aren't on the battlefield, spells,	1	0	0.00	parser/oracle_dispatch.rs	L05	0.5	Painter's Servant
Effect:each::each suspended card	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Dust of Moments
Effect:each::each other creature you control that shares a	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Holy Frazzle-Cannon
Effect:during::during your next turn	1	0	0.00	parser/oracle_effect/	L11	0.5	Galvanic Relay
Effect:during::during your main phase, enchanted creature gains lifelink	1	0	0.00	parser/oracle_effect/	L11	0.5	Sentinel's Mark
Effect:do::if N is N or more, do all	1	0	0.00	parser/oracle_effect/mod.rs	L03	0.5	Multiple Choice
Effect:creature,::creature, or land card	1	0	0.00	parser/oracle_effect/	L11	0.5	Arbiter of the Ideal
Effect:change::{M}: you may change arni's base power to	1	0	0.00	parser/oracle_effect/subject.rs	L13	0.5	Arni Brokenbrow
Effect:change::you may change any targets of target arcane	1	0	0.00	parser/oracle_effect/subject.rs	L13	0.5	Sideswipe
Effect:change::change the target to enchanted creature if able	1	0	0.00	parser/oracle_effect/subject.rs	L13	0.5	Captured by the Consulate
Effect:change::change the base power and toughness of target	1	0	0.00	parser/oracle_effect/subject.rs	L13	0.5	Exuberant Wolfbear
Effect:an::an opponent guesses whether the top card of	1	0	0.00	parser/oracle_effect/search.rs	L08	0.5	Gollum, Scheming Guide
Effect:all::{M}: all damage that would be dealt to	1	0	0.00	parser/oracle_effect/counter.rs	L12	0.5	Oracle's Attendants
Effect:all::{M}: all combat damage that would be dealt	1	0	0.00	parser/oracle_effect/counter.rs	L12	0.5	Kjeldoran Royal Guard
Effect:all::all tokens that player controls with the same	1	0	0.00	parser/oracle_effect/counter.rs	L12	0.5	Legions to Ashes
Effect:all::all other cards from graveyards with the same	1	0	0.00	parser/oracle_effect/counter.rs	L12	0.5	Moratorium Stone
Effect:all::all damage that would be dealt to creatures	1	0	0.00	parser/oracle_effect/counter.rs	L12	0.5	Ascent of the Worthy
Effect:all::all creatures and planeswalkers with mana value less	1	0	0.00	parser/oracle_effect/counter.rs	L12	0.5	Sphere of Annihilation
Effect:all::all creature cards in graveyards	1	0	0.00	parser/oracle_effect/counter.rs	L12	0.5	Soulquake
Effect:all::all creature and planeswalker cards with mana value	1	0	0.00	parser/oracle_effect/counter.rs	L12	0.5	Shadows' Verdict
Effect:add::add mana equal to enchanted permanent's mana cost	1	0	0.00	parser/oracle_effect/imperative.rs	L02	0.5	Elemental Resonance
Effect:activated::activated abilities of that permanent can't be activated	1	0	0.00	parser/oracle_static/dispatch.rs	L24	0.5	Trickbind
Effect:activate::activate the loyalty abilities of planeswalkers you control	1	0	0.00	parser/oracle.rs	L19	0.5	Urza Assembles the Titans
Effect:activate::activate loyalty abilities of ~ twice this turn	1	0	0.00	parser/oracle.rs	L19	0.5	Kaito, Dancing Shadow
Effect:a::a planeswalker of their choice	1	0	0.00	parser/oracle_effect/mana.rs	L07	0.5	To the Slaughter
Effect:a::a nonartifact creature of their choice	1	0	0.00	parser/oracle_effect/mana.rs	L07	0.5	Perilous Predicament
Effect:a::a land of their choice	1	0	0.00	parser/oracle_effect/mana.rs	L07	0.5	Structural Collapse
Effect:a::a demigod, or a legendary enchantment	1	0	0.00	parser/oracle_effect/mana.rs	L07	0.5	Altar of the Pantheon
Effect:3/3::N/N elephant with trample	1	0	0.00	parser/oracle_nom/primitives.rs	L31	0.5	Wild Shape
Effect:3/1::N/N human warrior with trample and haste	1	0	0.00	parser/oracle_effect/	L11	0.5	Outlaws' Merriment
Effect:2/2::N/N white fox with vigilance	1	0	0.00	parser/oracle_replacement.rs	L21	0.5	Genku, Future Shaper
Effect:2/1::N/N human cleric with lifelink and haste	1	0	0.00	parser/oracle_effect/	L11	0.5	Outlaws' Merriment
Effect:1/5::N/N spider with reach	1	0	0.00	parser/oracle_replacement.rs	L21	0.5	Wild Shape
Effect:1/3::N/N turtle with hexproof	1	0	0.00	parser/oracle_effect/	L11	0.5	Wild Shape
Effect:1/2::N/N blue moonfolk with flying	1	0	0.00	parser/oracle_effect/	L11	0.5	Genku, Future Shaper
Effect:1/1::N/N black rat with lifelink	1	0	0.00	parser/oracle_static/grammar.rs	L22	0.5	Genku, Future Shaper
Cost:rounded up::rounded up	1	0	0.00	parser/oracle_casting.rs	L20	0.5	Murderous Betrayal
Cost:or planeswalker you control::or planeswalker you control	1	0	0.00	parser/oracle_casting.rs	L20	0.5	Soul Diviner
Cost:land::land	1	0	0.00	parser/oracle_casting.rs	L20	0.5	Soul Diviner
Cost:creature::creature	1	0	0.00	parser/oracle_casting.rs	L20	0.5	Soul Diviner
Cost:Zephyr Mage::zephyr mage	1	0	0.00	parser/oracle_casting.rs	L20	0.5	Linessa, Zephyr Mage
Cost:Samite Guardian::samite guardian	1	0	0.00	parser/oracle_casting.rs	L20	0.5	Oriss, Samite Guardian
Cost:Heir to Blackblade::heir to blackblade	1	0	0.00	parser/oracle_casting.rs	L20	0.5	Korlash, Heir to Blackblade
Cost:Fist of Krosa::fist of krosa	1	0	0.00	parser/oracle_casting.rs	L20	0.5	Baru, Fist of Krosa
Cost:Embermage::embermage	1	0	0.00	parser/oracle_casting.rs	L20	0.5	Skoa, Embermage
