Drownyard Behemoth	0		Flash (You may cast this spell any time you could cast an instant.) / Emerge {7}{U} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.) / This creature has hexproof as long as it entered this turn.
Consuming Tide	1	Swallow:DynamicQty	Each player chooses a nonland permanent they control. Return all nonland permanents not chosen this way to their owners' hands. Then you draw a card for each opponent who has more cards in their hand than you.
Unbound Flourishing	1	Effect:double	Whenever you cast a permanent spell with a mana cost that contains {X}, double the value of X. / Whenever you cast an instant or sorcery spell or activate an ability, if that spell's mana cost or that ability's activation cost contains {X}, copy that spell or ability. You may choose new targets for the copy.
Chain Assassination	1	Swallow:Condition_If	Freerunning {1}{B} (You may cast this spell for its freerunning cost if you dealt combat damage to a player this turn with an Assassin or commander.) / Destroy target creature. If another creature died this turn, draw a card.
Braids's Frightful Return	0		Read ahead (Choose a chapter and start with that many lore counters. Add one after your draw step. Skipped chapters don't trigger. Sacrifice after III.) / I — You may sacrifice a creature. If you do, each opponent discards a card. / II — Return target creature card from your graveyard to your hand. / III — Target opponent may sacrifice a nonland, nontoken permanent of their choice. If they don't, they lose 2 life and you draw a card.
Longstalk Brawl	1	Swallow:Condition_If	Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token before its other effects.) / Choose target creature you control and target creature you don't control. Put a +1/+1 counter on the creature you control if the gift was promised. Then those creatures fight each other.
Knight of Cliffhaven	0		Level up {3} ({3}: Put a level counter on this. Level up only as a sorcery.) / LEVEL 1-3 / 2/3 / Flying / LEVEL 4+ / 4/4 / Flying, vigilance
Primal Adversary	1	Effect:when	Trample / When this creature enters, you may pay {1}{G} any number of times. When you pay this cost one or more times, put that many +1/+1 counters on this creature, then up to that many target lands you control become 3/3 Wolf creatures with haste that are still lands.
Revel in Silence	1	Effect:or	Your opponents can't cast spells or activate planeswalkers' loyalty abilities this turn. / Exile Revel in Silence.
Ravenous Trap	1	Swallow:Duration_ThisTurn	If an opponent had three or more cards put into their graveyard from anywhere this turn, you may pay {0} rather than pay this spell's mana cost. / Exile target player's graveyard.
Sage's Reverie	1	Swallow:DynamicQty	Enchant creature / When this Aura enters, draw a card for each Aura you control that's attached to a creature. / Enchanted creature gets +1/+1 for each Aura you control that's attached to a creature.
Honorable Passage	1	Swallow:Condition_If	The next time a source of your choice would deal damage to any target this turn, prevent that damage. If damage from a red source is prevented this way, Honorable Passage deals that much damage to the source's controller.
Entangling Vines	0		Enchant tapped creature / Enchanted creature doesn't untap during its controller's untap step.
Savage Punch	1	Swallow:Duration_UntilEndOfTurn	Target creature you control fights target creature you don't control. / Ferocious — The creature you control gets +2/+2 until end of turn before it fights if you control a creature with power 4 or greater.
Soul Diviner	3	Cost:creature;Cost:land;Cost:or planeswalker you control	{T}, Remove a counter from an artifact, creature, land, or planeswalker you control: Draw a card.
Rally the Horde	1	Effect:repeat	Exile the top card of your library. Exile the top card of your library. Exile the top card of your library. If the last card exiled isn't a land card, repeat this process. Create a 1/1 red Warrior creature token for each nonland card exiled this way.
Sideswipe	1	Effect:change	You may change any targets of target Arcane spell.
Mindblaze	1	Effect:reveal	Choose a nonland card name and a number greater than 0. Target player reveals their library. If that library contains exactly the chosen number of cards with the chosen name, Mindblaze deals 8 damage to that player. Then that player shuffles.
Pit Automaton	2	Effect:orphaned_copy_retarget;Effect:when	Defender / {T}: Add {C}{C}. Spend this mana only to activate abilities. / {2}, {T}: When you next activate an exhaust ability that isn't a mana ability this turn, copy it. You may choose new targets for the copy.
Kaya, Geist Hunter	1	Effect:twice	[+1]: Creatures you control gain deathtouch until end of turn. Put a +1/+1 counter on up to one target creature token you control. / [−2]: Until end of turn, if one or more tokens would be created under your control, twice that many of those tokens are created instead. / [−6]: Exile all cards from all graveyards, then create a 1/1 white Spirit creature token with flying for each card exiled this way.
The Three Seasons	2	Effect:choose;Effect:their	(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) / I — Mill three cards. / II — Return up to two target snow permanent cards from your graveyard to your hand. / III — Choose three cards in each graveyard. Their owners shuffle those cards into their libraries.
Irencrag Feat	1	Effect:can	Add seven {R}. You can cast only one more spell this turn.
Blizzard Brawl	1	Effect:target	Choose target creature you control and target creature you don't control. If you control three or more snow permanents, the creature you control gets +1/+0 and gains indestructible until end of turn. Then those creatures fight each other. (Each deals damage equal to its power to the other.)
Rogue Class	1	Effect:look	(Gain the next level as a sorcery to add its ability.) / Whenever a creature you control deals combat damage to a player, exile the top card of that player's library face down. You may look at it for as long as it remains exiled. / {1}{U}{B}: Level 2 / Creatures you control have menace. / {2}{U}{B}: Level 3 / You may play cards exiled with this Class, and you may spend mana as though it were mana of any color to cast those spells.
Luxurious Locomotive	1	Swallow:DynamicQty	Whenever this Vehicle attacks, create a Treasure token for each creature that crewed it this turn. (They're artifacts with "{T}, Sacrifice this token: Add one mana of any color.") / Crew 1. Activate only once each turn. (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)
Park Heights Pegasus	1	Swallow:Condition_If	Flying, trample / Whenever this creature deals combat damage to a player, draw a card if you had two or more creatures enter the battlefield under your control this turn.
Swiftwing Assailant	0		Flying / Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.) / Max speed — This creature gets +0/+1 and has vigilance.
Angrath, Minotaur Pirate	1	Effect:deal	[+2]: Angrath deals 1 damage to target opponent or planeswalker and each creature that player or that planeswalker's controller controls. / [−3]: Return target Pirate card from your graveyard to the battlefield. / [−11]: Destroy all creatures target opponent controls. Angrath deals damage to that player equal to their total power.
